Name,Id_Atlas,Stage0,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stage8,Stage9,Stage10,Stage11,Stage12,Stage13,Stage14,Stage15,Stage16
rCUN,50,-0.206 ,0.085 ,0.130 ,0.199 ,0.568 ,0.431 ,0.682 ,0.847 ,0.740 ,0.833 ,1.255 ,1.048 ,1.127 ,1.118 ,1.715 ,1.690 ,1.748 
lLING,51,-0.263 ,0.020 ,0.139 ,0.081 ,0.651 ,0.404 ,0.748 ,0.726 ,0.939 ,0.708 ,1.174 ,1.049 ,1.299 ,1.282 ,1.764 ,1.452 ,1.915 
rLING,52,-0.244 ,0.086 ,0.140 ,0.252 ,0.531 ,0.543 ,0.843 ,0.756 ,0.970 ,0.666 ,1.346 ,1.129 ,1.034 ,1.394 ,1.525 ,1.490 ,2.004 
lSOG,53,-0.099 ,0.115 ,0.193 ,0.246 ,0.555 ,0.377 ,0.517 ,0.744 ,0.650 ,0.806 ,0.894 ,0.934 ,1.112 ,1.142 ,1.356 ,1.032 ,1.306 
rSOG,54,-0.106 ,0.007 ,0.061 ,0.308 ,0.413 ,0.419 ,0.580 ,0.631 ,0.745 ,0.667 ,1.010 ,0.754 ,1.129 ,1.008 ,1.506 ,0.856 ,1.411 
lMOG,55,-0.124 ,0.183 ,0.332 ,0.405 ,0.700 ,0.577 ,0.789 ,0.984 ,0.945 ,1.001 ,1.230 ,1.151 ,1.312 ,1.255 ,1.221 ,1.430 ,1.735 
rMOG,56,-0.114 ,0.084 ,0.184 ,0.394 ,0.564 ,0.639 ,0.656 ,0.699 ,0.965 ,0.669 ,1.067 ,0.833 ,1.113 ,1.312 ,1.421 ,1.340 ,1.673 
lIOG,57,-0.073 ,0.298 ,0.311 ,0.283 ,0.434 ,0.542 ,0.674 ,0.738 ,0.652 ,0.943 ,1.063 ,1.072 ,1.229 ,1.375 ,1.089 ,1.114 ,1.535 
rIOG,58,-0.108 ,0.177 ,0.233 ,0.287 ,0.267 ,0.414 ,0.554 ,0.617 ,0.805 ,0.869 ,0.820 ,0.837 ,0.927 ,1.115 ,0.832 ,1.057 ,1.447 
lFFG,59,-0.358 ,0.051 ,0.330 ,0.471 ,0.762 ,0.832 ,0.656 ,0.836 ,1.459 ,1.285 ,1.444 ,1.463 ,1.372 ,1.443 ,1.723 ,1.998 ,2.383 
rFFG,60,-0.291 ,0.211 ,0.344 ,0.351 ,0.803 ,0.924 ,0.830 ,0.967 ,1.404 ,1.318 ,1.443 ,1.513 ,1.322 ,1.462 ,1.702 ,2.055 ,2.173 
lPoCG,61,-0.116 ,0.215 ,0.251 ,0.500 ,0.680 ,1.012 ,0.611 ,1.097 ,1.038 ,1.189 ,1.225 ,1.417 ,1.208 ,1.372 ,1.947 ,1.746 ,1.678 
rPoCG,62,-0.129 ,0.256 ,0.275 ,0.419 ,0.613 ,0.902 ,0.707 ,0.853 ,0.873 ,0.953 ,1.060 ,1.181 ,1.303 ,1.103 ,1.298 ,1.585 ,1.572 
lSPG,63,-0.235 ,0.136 ,0.148 ,0.301 ,0.597 ,0.480 ,0.553 ,0.641 ,0.796 ,0.907 ,0.945 ,1.179 ,1.188 ,1.175 ,0.864 ,1.400 ,1.174 
rSPG,64,-0.092 ,0.132 ,0.250 ,0.210 ,0.544 ,0.402 ,0.623 ,0.477 ,0.952 ,0.996 ,0.867 ,1.050 ,0.942 ,0.870 ,1.256 ,0.975 ,1.248 
lIPG,65,-0.219 ,0.145 ,0.392 ,0.432 ,0.449 ,0.928 ,0.661 ,0.812 ,0.898 ,1.348 ,1.137 ,1.407 ,1.287 ,1.421 ,1.467 ,1.342 ,1.829 
rIPG,66,-0.126 ,0.237 ,0.268 ,0.317 ,0.520 ,0.523 ,0.675 ,0.539 ,0.824 ,0.946 ,0.834 ,1.117 ,1.419 ,1.164 ,0.974 ,1.045 ,1.393 
lSMG,67,-0.134 ,0.356 ,0.316 ,0.397 ,0.341 ,0.781 ,0.689 ,0.813 ,0.894 ,1.293 ,0.846 ,1.175 ,1.160 ,1.477 ,1.342 ,1.274 ,1.497 
rSMG,68,-0.092 ,0.260 ,0.209 ,0.386 ,0.502 ,0.711 ,0.719 ,0.741 ,0.734 ,0.906 ,0.844 ,1.194 ,1.360 ,1.493 ,1.171 ,1.654 ,1.382 
lANG,69,-0.135 ,0.156 ,0.324 ,0.261 ,0.582 ,0.541 ,0.624 ,0.486 ,0.853 ,1.060 ,0.994 ,0.823 ,0.978 ,0.936 ,1.089 ,1.283 ,1.570 
rANG,70,-0.156 ,0.161 ,0.460 ,0.374 ,0.544 ,0.584 ,0.654 ,0.792 ,0.780 ,1.007 ,1.084 ,1.291 ,1.320 ,1.259 ,1.395 ,1.428 ,1.624 
lPCUN,71,-0.250 ,0.077 ,0.239 ,0.347 ,0.539 ,0.895 ,0.721 ,0.869 ,0.910 ,0.951 ,1.081 ,1.308 ,1.426 ,1.412 ,1.481 ,1.649 ,1.834 
rPCUN,72,-0.252 ,0.180 ,0.225 ,0.330 ,0.587 ,0.863 ,0.740 ,0.760 ,0.914 ,1.076 ,0.943 ,1.263 ,1.566 ,1.502 ,1.190 ,2.029 ,1.776 
lPCL,73,-0.134 ,0.148 ,0.233 ,0.480 ,0.401 ,0.548 ,0.464 ,0.711 ,0.604 ,0.359 ,1.004 ,0.871 ,0.820 ,1.108 ,1.595 ,0.717 ,1.231 
rPCL,74,-0.128 ,0.140 ,0.166 ,0.349 ,0.398 ,0.512 ,0.471 ,0.476 ,0.590 ,0.606 ,0.890 ,0.685 ,0.721 ,0.549 ,1.325 ,0.925 ,1.228 
lCAU,75,-0.582 ,-0.228 ,-0.304 ,-0.008 ,-0.095 ,-0.292 ,-0.141 ,0.174 ,-0.008 ,0.146 ,-0.030 ,0.209 ,-0.040 ,0.658 ,0.262 ,0.107 ,0.537 
rCAU,76,-0.600 ,-0.281 ,-0.373 ,-0.105 ,-0.172 ,-0.300 ,-0.325 ,0.000 ,-0.262 ,0.084 ,-0.199 ,-0.011 ,-0.192 ,0.438 ,-0.012 ,0.090 ,0.398 
lPUT,77,-0.655 ,-0.444 ,-0.494 ,-0.273 ,-0.187 ,-0.314 ,-0.197 ,0.184 ,-0.331 ,-0.136 ,-0.490 ,0.093 ,-0.321 ,0.120 ,-0.064 ,-0.136 ,0.401 
rPUT,78,-0.692 ,-0.493 ,-0.515 ,-0.164 ,-0.312 ,-0.295 ,-0.093 ,0.178 ,-0.193 ,-0.068 ,-0.335 ,0.176 ,-0.098 ,0.175 ,0.262 ,-0.075 ,0.518 
lPAL,79,-0.693 ,-0.607 ,-0.488 ,-0.551 ,-0.865 ,-0.662 ,-0.677 ,-0.436 ,-0.963 ,-0.622 ,-1.224 ,-0.773 ,-0.869 ,-0.838 ,-0.401 ,-1.100 ,-0.705 
rPAL,80,-0.760 ,-0.610 ,-0.495 ,-0.352 ,-0.750 ,-0.637 ,-0.480 ,-0.206 ,-0.837 ,-0.366 ,-0.859 ,-0.361 ,-0.670 ,-0.716 ,0.059 ,-0.731 ,-0.260 
lHES,83,-0.075 ,0.323 ,0.514 ,0.530 ,0.572 ,0.710 ,0.644 ,0.718 ,1.032 ,1.132 ,1.092 ,1.247 ,1.100 ,1.302 ,0.988 ,1.472 ,1.591 
rHES,84,-0.030 ,0.330 ,0.526 ,0.491 ,0.443 ,0.641 ,0.528 ,0.482 ,0.878 ,0.840 ,0.901 ,0.825 ,0.885 ,1.123 ,0.909 ,1.014 ,1.193 
lSTG,85,-0.188 ,0.417 ,0.584 ,0.704 ,0.629 ,0.843 ,0.981 ,1.103 ,1.238 ,1.529 ,1.248 ,1.669 ,1.467 ,1.749 ,1.433 ,1.466 ,2.103 
rSTG,86,-0.147 ,0.371 ,0.409 ,0.606 ,0.745 ,0.897 ,0.735 ,0.980 ,0.998 ,1.220 ,1.170 ,1.443 ,1.259 ,1.939 ,1.555 ,1.633 ,1.900 
lTPOsup,87,-0.266 ,0.241 ,0.276 ,0.494 ,0.467 ,0.631 ,0.944 ,0.822 ,0.999 ,1.030 ,1.003 ,1.274 ,1.175 ,1.424 ,1.494 ,1.284 ,1.832 
rTPOsup,88,-0.274 ,0.154 ,0.281 ,0.426 ,0.540 ,0.652 ,0.829 ,0.867 ,0.664 ,0.938 ,1.029 ,1.219 ,1.072 ,1.480 ,1.524 ,1.378 ,1.730 
lMTG,89,-0.197 ,0.272 ,0.399 ,0.481 ,0.834 ,1.055 ,1.158 ,1.080 ,1.283 ,1.771 ,1.712 ,1.622 ,1.519 ,1.812 ,1.573 ,1.928 ,2.425 
rMTG,90,-0.194 ,0.277 ,0.428 ,0.520 ,0.818 ,0.941 ,1.081 ,1.104 ,1.278 ,1.400 ,1.337 ,1.671 ,1.576 ,1.762 ,1.998 ,2.005 ,2.473 
lTPOmid,91,-0.248 ,0.042 ,0.121 ,0.369 ,0.390 ,0.496 ,0.628 ,0.500 ,0.673 ,0.746 ,0.743 ,1.099 ,0.534 ,0.801 ,0.882 ,0.952 ,1.429 
rTPOmid,92,-0.222 ,0.061 ,0.127 ,0.417 ,0.597 ,0.465 ,0.716 ,0.766 ,0.646 ,0.914 ,1.053 ,1.074 ,0.859 ,1.238 ,1.506 ,1.407 ,1.448 
lITG,93,-0.218 ,0.220 ,0.380 ,0.540 ,0.819 ,0.916 ,0.800 ,0.860 ,1.274 ,1.433 ,1.268 ,1.516 ,1.241 ,1.315 ,1.322 ,1.445 ,2.097 
rITG,94,-0.281 ,0.224 ,0.417 ,0.413 ,0.844 ,0.788 ,0.923 ,0.846 ,1.260 ,1.222 ,1.297 ,1.491 ,1.389 ,1.230 ,1.634 ,1.897 ,2.172 
lCERCRU1,95,-0.205 ,-0.249 ,0.138 ,0.093 ,0.311 ,0.132 ,0.248 ,0.013 ,0.218 ,0.155 ,0.285 ,0.371 ,0.387 ,0.712 ,0.297 ,0.601 ,1.069 
rCERCRU1,96,-0.271 ,-0.211 ,0.047 ,-0.123 ,0.199 ,0.198 ,0.220 ,0.048 ,0.146 ,0.170 ,0.255 ,0.311 ,0.286 ,0.539 ,0.250 ,0.443 ,1.028 
lCERCRU2,97,-0.167 ,-0.146 ,-0.028 ,0.071 ,-0.008 ,0.033 ,0.179 ,0.304 ,0.161 ,0.077 ,0.036 ,0.360 ,0.473 ,0.839 ,0.207 ,0.570 ,0.750 
rCERCRU2,98,-0.203 ,-0.120 ,-0.015 ,-0.003 ,0.071 ,0.146 ,-0.025 ,0.337 ,0.084 ,0.260 ,0.232 ,0.406 ,0.471 ,0.628 ,0.025 ,0.505 ,0.898 
lCER3,99,-0.140 ,-0.035 ,0.046 ,-0.075 ,-0.109 ,-0.246 ,0.075 ,0.333 ,0.125 ,0.183 ,0.350 ,0.241 ,0.506 ,0.634 ,0.310 ,0.558 ,0.393 
rCER3,100,-0.221 ,-0.113 ,0.092 ,-0.019 ,-0.020 ,-0.252 ,-0.192 ,-0.023 ,0.232 ,0.210 ,0.079 ,0.329 ,0.273 ,0.355 ,0.469 ,0.239 ,0.395 
lCER4_5,101,-0.296 ,-0.087 ,0.006 ,-0.068 ,0.021 ,-0.019 ,-0.053 ,0.195 ,0.296 ,0.267 ,0.468 ,0.214 ,0.476 ,0.505 ,0.232 ,0.860 ,0.803 
rCER4_5,102,-0.292 ,-0.198 ,0.088 ,-0.146 ,0.048 ,0.141 ,-0.238 ,0.077 ,0.452 ,0.230 ,0.525 ,0.307 ,0.369 ,0.518 ,0.722 ,0.877 ,0.848 
lCER6,103,-0.295 ,-0.149 ,0.063 ,-0.020 ,0.242 ,0.251 ,0.069 ,0.138 ,0.515 ,0.240 ,0.483 ,0.471 ,0.615 ,0.724 ,0.588 ,0.832 ,1.110 
rCER6,104,-0.346 ,-0.119 ,0.063 ,-0.060 ,0.088 ,0.276 ,0.112 ,0.121 ,0.493 ,0.325 ,0.505 ,0.476 ,0.500 ,0.705 ,0.749 ,0.989 ,1.107 
lCER7b,105,-0.105 ,0.039 ,0.105 ,0.186 ,0.059 ,0.209 ,0.227 ,0.303 ,0.150 ,0.188 ,0.372 ,0.419 ,0.348 ,1.069 ,0.532 ,0.579 ,0.830 
rCER7b,106,-0.074 ,-0.038 ,0.024 ,0.186 ,0.042 ,0.238 ,0.198 ,0.201 ,0.142 ,0.333 ,0.182 ,0.378 ,0.297 ,0.710 ,0.238 ,0.649 ,0.880 
lCER8,107,-0.137 ,-0.040 ,0.088 ,0.095 ,0.146 ,0.135 ,0.103 ,0.214 ,0.237 ,0.423 ,0.236 ,0.376 ,0.477 ,1.154 ,0.578 ,0.656 ,0.898 
rCER8,108,-0.136 ,-0.059 ,0.127 ,0.086 ,0.059 ,0.097 ,0.283 ,0.176 ,0.213 ,0.287 ,0.230 ,0.542 ,0.479 ,1.017 ,0.586 ,0.949 ,0.820 
lCER9,109,-0.091 ,0.000 ,0.197 ,0.123 ,0.140 ,-0.034 ,0.139 ,0.103 ,0.365 ,0.326 ,0.149 ,0.575 ,0.510 ,0.161 ,0.857 ,0.729 ,0.643 
rCER9,110,-0.112 ,-0.078 ,0.169 ,0.120 ,0.197 ,0.005 ,0.104 ,0.102 ,0.339 ,0.314 ,0.118 ,0.514 ,0.511 ,0.444 ,0.695 ,0.692 ,0.740 
lCER10,111,-0.103 ,0.103 ,0.081 ,0.091 ,-0.034 ,-0.078 ,0.026 ,0.136 ,0.115 ,0.272 ,-0.142 ,0.040 ,0.207 ,0.353 ,0.020 ,0.264 ,0.439 
rCER10,112,-0.094 ,0.127 ,0.134 ,0.000 ,0.051 ,0.087 ,0.125 ,0.029 ,0.091 ,0.062 ,-0.059 ,-0.020 ,0.160 ,0.834 ,0.026 ,0.128 ,0.603 
VER1_2,113,-0.067 ,-0.139 ,-0.035 ,-0.102 ,0.109 ,-0.291 ,-0.099 ,-0.046 ,-0.350 ,-0.114 ,-0.179 ,-0.051 ,0.058 ,0.346 ,0.274 ,-0.131 ,0.171 
VER3,114,-0.114 ,-0.113 ,0.034 ,0.018 ,-0.030 ,-0.332 ,-0.083 ,0.118 ,-0.254 ,-0.174 ,-0.314 ,0.346 ,0.368 ,0.427 ,0.269 ,0.033 ,0.290 
VER4_5,115,-0.160 ,-0.190 ,-0.034 ,-0.072 ,-0.074 ,-0.128 ,-0.202 ,0.079 ,-0.111 ,-0.038 ,-0.177 ,-0.005 ,-0.006 ,0.416 ,-0.023 ,0.515 ,0.330 
VER6,116,-0.186 ,-0.008 ,-0.198 ,0.029 ,0.064 ,-0.092 ,-0.033 ,0.065 ,0.122 ,-0.020 ,-0.002 ,0.158 ,0.213 ,0.727 ,0.334 ,0.398 ,0.461 
VER7,117,-0.102 ,-0.033 ,0.036 ,0.040 ,0.184 ,-0.099 ,0.053 ,0.334 ,0.235 ,-0.031 ,-0.417 ,0.472 ,0.265 ,0.620 ,0.269 ,0.372 ,0.520 
VER8,118,-0.157 ,-0.002 ,-0.062 ,0.109 ,0.089 ,0.285 ,0.102 ,0.300 ,0.246 ,0.210 ,0.185 ,0.253 ,0.334 ,0.863 ,0.829 ,0.139 ,0.522 
VER9,119,-0.119 ,-0.142 ,0.111 ,0.058 ,0.123 ,0.067 ,0.050 ,-0.002 ,0.269 ,0.473 ,0.031 ,0.288 ,0.252 ,0.424 ,0.860 ,0.287 ,0.573 
VER10,120,-0.042 ,-0.165 ,-0.018 ,-0.049 ,0.111 ,-0.145 ,0.077 ,-0.028 ,-0.111 ,0.147 ,-0.174 ,-0.006 ,0.309 ,0.201 ,0.498 ,0.024 ,0.394 
ltAV,121,-0.010 ,0.146 ,0.222 ,0.260 ,0.184 ,0.480 ,0.394 ,0.271 ,0.332 ,0.644 ,0.621 ,0.675 ,0.744 ,0.447 ,0.832 ,0.424 ,0.879 
rtAV,122,-0.048 ,0.115 ,0.329 ,0.471 ,0.304 ,0.449 ,0.394 ,0.439 ,0.757 ,0.558 ,0.570 ,0.456 ,0.861 ,0.557 ,0.944 ,0.788 ,0.981 
ltLP,123,-0.116 ,-0.017 ,0.240 ,0.397 ,0.301 ,0.476 ,0.404 ,0.459 ,0.733 ,0.274 ,0.571 ,0.661 ,0.795 ,0.495 ,1.277 ,0.519 ,1.084 
rtLP,124,-0.108 ,-0.039 ,0.232 ,0.488 ,0.266 ,0.617 ,0.331 ,0.533 ,0.727 ,0.598 ,0.438 ,0.915 ,0.903 ,0.613 ,1.338 ,0.665 ,1.283 
ltVA,125,0.012 ,0.042 ,0.362 ,0.256 ,0.169 ,0.223 ,0.133 ,0.473 ,0.997 ,0.057 ,0.535 ,0.171 ,0.807 ,0.357 ,1.092 ,-0.289 ,1.054 
rtVA,126,-0.029 ,0.069 ,0.216 ,0.384 ,-0.157 ,0.299 ,0.049 ,0.489 ,0.813 ,0.148 ,0.741 ,0.511 ,0.685 ,0.092 ,0.620 ,0.570 ,0.956 
ltVL,127,-0.100 ,0.040 ,0.279 ,0.452 ,0.172 ,0.310 ,0.316 ,0.449 ,0.883 ,0.446 ,0.703 ,0.753 ,1.047 ,0.403 ,1.217 ,0.676 ,1.362 
rtVL,128,-0.063 ,-0.036 ,0.292 ,0.446 ,-0.003 ,0.449 ,0.246 ,0.495 ,1.087 ,0.514 ,0.617 ,0.758 ,1.110 ,0.401 ,0.994 ,0.525 ,1.184 
